,gs,cs_range,ccount,bias,0
95,0.07,37.5,1.25527250510331,1,4.6528926
96,0.07,37.5,1.14612803567824,1,4.6281714
97,0.07,37.5,1.27875360095283,1,4.658175
98,0.07,37.5,1.5910646070265002,1,4.7273393
99,0.07,37.5,0.698970004336019,1,4.5293813
100,0.07,37.5,0.7781512503836441,1,4.5455103
101,0.06,37.5,1.11394335230684,1,4.81051
102,0.06,37.5,1.14612803567824,1,4.81748
103,0.06,37.5,0.8450980400142571,1,4.751559
104,0.06,37.5,0.698970004336019,1,4.719011
105,0.06,37.5,0.8450980400142571,1,4.751559
106,0.06,37.5,0.698970004336019,1,4.719011
107,0.06,37.5,1.04139268515823,1,4.794733
108,0.06,37.5,0.7781512503836441,1,4.7366576
109,0.05,37.5,1.23044892137827,1,5.0189013
110,0.05,37.5,1.07918124604762,1,4.9873776
111,0.05,37.5,1.07918124604762,1,4.9873776
112,0.05,37.5,0.7781512503836441,1,4.923817
113,0.05,37.5,1.0,1,4.970772
114,0.05,37.5,0.6020599913279621,1,4.88604
115,0.05,37.5,1.11394335230684,1,4.994644
116,0.05,37.5,0.9542425094393249,1,4.9611406
117,0.05,37.5,1.27875360095283,1,5.028917
118,0.05,37.5,1.04139268515823,1,4.979462
119,0.05,37.5,1.20411998265592,1,5.0134325
120,0.04,37.5,0.9030899869919442,1,5.131899
121,0.04,37.5,0.6020599913279621,1,5.0697002
122,0.04,37.5,0.9030899869919442,1,5.131899
123,0.04,37.5,0.9030899869919442,1,5.131899
124,0.04,37.5,1.27875360095283,1,5.208409
125,0.04,37.5,0.698970004336019,1,5.0898237
126,0.04,37.5,0.7781512503836441,1,5.106193
127,0.04,37.5,1.07918124604762,1,5.167897
128,0.04,37.5,0.6020599913279621,1,5.0697002
129,0.04,37.5,1.14612803567824,1,5.1815186
130,0.03,37.5,1.04139268515823,1,5.338185
131,0.03,37.5,1.07918124604762,1,5.345747
132,0.03,37.5,0.7781512503836441,1,5.2852883
133,0.03,37.5,0.8450980400142571,1,5.298779
134,0.03,37.5,1.04139268515823,1,5.338185
135,0.02,37.5,1.0,1,5.5061154
136,0.02,37.5,0.9030899869919442,1,5.4869266
137,0.02,37.5,0.9542425094393249,1,5.4970593
138,0.02,37.5,0.6020599913279621,1,5.4270864
139,0.02,37.5,0.698970004336019,1,5.4463925
140,0.02,37.5,0.9542425094393249,1,5.4970593
141,0.02,37.5,0.6020599913279621,1,5.4270864
142,0.02,37.5,0.6020599913279621,1,5.4270864
143,0.02,37.5,1.04139268515823,1,5.514302
144,0.02,37.5,0.7781512503836441,1,5.4621367
145,0.02,37.5,0.698970004336019,1,5.4463925
146,0.02,37.5,0.6020599913279621,1,5.4270864
147,0.02,37.5,0.6020599913279621,1,5.4270864
148,0.01,37.5,0.6020599913279621,1,5.602774
149,0.01,37.5,0.7781512503836441,1,5.637447
150,0.01,37.5,0.698970004336019,1,5.6218667
151,1.16,42.5,1.23044892137827,1,0.07449806
152,1.15,42.5,0.698970004336019,1,0.07529783
153,1.05,42.5,0.698970004336019,1,0.07928276
154,1.04,42.5,0.9542425094393249,1,0.07935703
155,0.98,42.5,1.27875360095283,1,0.08202839
156,0.71,42.5,1.04139268515823,1,0.14572704
157,0.7,42.5,1.25527250510331,1,0.14639151
158,0.69,42.5,1.47712125471966,1,0.146968
159,0.68,42.5,1.43136376415899,1,0.1534667
160,0.63,42.5,0.8450980400142571,1,0.19511318
161,0.6,42.5,1.3979400086720402,1,0.20205903
162,0.6,42.5,0.8450980400142571,1,0.21400273
163,0.59,42.5,1.4623979978989599,1,0.20735824
164,0.59,42.5,1.14612803567824,1,0.21414089
165,0.58,42.5,0.698970004336019,1,0.23095298
166,0.55,42.5,1.14612803567824,1,0.24367052
167,0.54,42.5,0.9030899869919442,1,0.2573552
168,0.53,42.5,1.6127838567197401,1,0.25030828
169,0.52,42.5,1.1760912590556798,1,0.26893508
170,0.5,42.5,1.11394335230684,1,0.2900005
171,0.49,42.5,1.56820172406699,1,0.29062963
172,0.48,42.5,1.23044892137827,1,0.3094262
173,0.47,42.5,1.07918124604762,1,0.3249601
174,0.46,42.5,1.3979400086720402,1,0.3306741
175,0.44,42.5,0.6020599913279621,1,0.3780983
176,0.43,42.5,1.34242268082221,1,0.37647247
177,0.43,42.5,1.49136169383427,1,0.3731804
178,0.4,42.5,1.7075701760979398,1,0.42455918
179,0.4,42.5,0.8450980400142571,1,0.44453132
180,0.39,42.5,1.25527250510331,1,0.4564855
181,0.39,42.5,1.44715803134222,1,0.4520799
182,0.39,42.5,1.56820172406699,1,0.44942623
183,0.33,42.5,1.49136169383427,1,0.63470596
184,0.32,42.5,1.04139268515823,1,0.690797
185,0.32,42.5,1.47712125471966,1,0.67778695
186,0.32,42.5,1.32221929473392,1,0.6820768
187,0.31,42.5,1.44715803134222,1,0.72621804
188,0.29,42.5,0.8450980400142571,1,0.86400795
189,0.29,42.5,1.6434526764861899,1,0.8330411
190,0.28,42.5,1.23044892137827,1,0.91557896
191,0.27,42.5,0.8450980400142571,1,1.0149324
192,0.27,42.5,1.5440680443502801,1,0.9792155
193,0.27,42.5,1.1760912590556798,1,0.99606305
194,0.27,42.5,1.30102999566398,1,0.98986226
195,0.27,42.5,0.9030899869919442,1,1.0113659
196,0.26,42.5,0.9542425094393249,1,1.0996084
197,0.26,42.5,1.14612803567824,1,1.0872098
198,0.25,42.5,1.5185139398778897,1,1.1652322
199,0.25,42.5,0.8450980400142571,1,1.2115731
200,0.24,42.5,1.07918124604762,1,1.304374
201,0.24,42.5,1.44715803134222,1,1.2765528
202,0.24,42.5,0.698970004336019,1,1.3406944
203,0.24,42.5,1.3979400086720402,1,1.279872
204,0.24,42.5,1.7708520116421398,1,1.2577308
205,0.23,42.5,0.8450980400142571,1,1.4522464
206,0.22,42.5,0.698970004336019,1,1.6143417
207,0.21,42.5,0.698970004336019,1,1.7652898
208,0.21,42.5,0.9542425094393249,1,1.7316351
209,0.21,42.5,1.5051499783199098,1,1.6661546
210,0.21,42.5,1.56820172406699,1,1.659668
211,0.2,42.5,0.698970004336019,1,1.9178096
212,0.2,42.5,0.9542425094393249,1,1.8860292
213,0.2,42.5,0.698970004336019,1,1.9178096
214,0.2,42.5,0.9030899869919442,1,1.8922313
215,0.19,42.5,1.5314789170422598,1,1.9843733
216,0.19,42.5,1.34242268082221,1,2.0018263
217,0.18,42.5,1.0,1,2.1961486
218,0.18,42.5,1.49136169383427,1,2.1520197
219,0.17,42.5,1.5910646070265002,1,2.3127847
220,0.17,42.5,0.6020599913279621,1,2.3966756
221,0.17,42.5,0.9542425094393249,1,2.3615885
222,0.17,42.5,1.6020599913279598,1,2.3121316
223,0.17,42.5,1.30102999566398,1,2.3324437
224,0.17,42.5,1.04139268515823,1,2.3537288
225,0.17,42.5,0.9030899869919442,1,2.3663602
226,0.16,42.5,1.49136169383427,1,2.4892502
227,0.16,42.5,1.49136169383427,1,2.4892502
228,0.15,42.5,0.7781512503836441,1,2.7040267
229,0.15,42.5,0.698970004336019,1,2.710309
230,0.15,42.5,1.07918124604762,1,2.683123
231,0.15,42.5,1.04139268515823,1,2.6854758
232,0.14,42.5,0.6020599913279621,1,2.883244
233,0.14,42.5,1.14612803567824,1,2.8513136
234,0.14,42.5,1.23044892137827,1,2.8479784
235,0.14,42.5,0.9030899869919442,1,2.8634484
236,0.13,42.5,0.7781512503836441,1,3.0413203
237,0.13,42.5,1.27875360095283,1,3.0244553
238,0.13,42.5,0.6020599913279621,1,3.0510845
239,0.13,42.5,1.14612803567824,1,3.0272336
240,0.13,42.5,0.7781512503836441,1,3.0413203
241,0.13,42.5,0.698970004336019,1,3.0454834
242,0.12,42.5,1.20411998265592,1,3.2070017
243,0.12,42.5,0.9542425094393249,1,3.2101636
244,0.12,42.5,1.23044892137827,1,3.206953
245,0.11,42.5,1.41497334797082,1,3.396884
246,0.11,42.5,1.32221929473392,1,3.3940878
247,0.11,42.5,0.698970004336019,1,3.3936877
248,0.11,42.5,0.8450980400142571,1,3.3910933
249,0.11,42.5,0.8450980400142571,1,3.3910933
250,0.11,42.5,0.8450980400142571,1,3.3910933
251,0.11,42.5,1.49136169383427,1,3.3997645
252,0.11,42.5,1.47712125471966,1,3.3991876
253,0.1,42.5,1.27875360095283,1,3.573079
254,0.1,42.5,1.3979400086720402,1,3.5782604
255,0.1,42.5,1.07918124604762,1,3.5670848
256,0.1,42.5,1.27875360095283,1,3.573079
257,0.1,42.5,1.3979400086720402,1,3.578261
258,0.09,42.5,1.6232492903979001,1,3.770495
259,0.09,42.5,1.0,1,3.7350311
260,0.09,42.5,1.69019608002851,1,3.776342
261,0.09,42.5,0.6020599913279621,1,3.7286086
262,0.09,42.5,1.66275783168157,1,3.7738953
263,0.09,42.5,1.47712125471966,1,3.7591596
264,0.09,42.5,0.9542425094393249,1,3.7336922
265,0.09,42.5,0.698970004336019,1,3.7291164
266,0.09,42.5,0.6020599913279621,1,3.7286086
267,0.09,42.5,0.698970004336019,1,3.7291164
268,0.08,42.5,1.04139268515823,1,3.9019427
269,0.08,42.5,1.55630250076729,1,3.9385042
270,0.08,42.5,1.14612803567824,1,3.9075603
271,0.08,42.5,1.1760912590556798,1,3.9093328
272,0.08,42.5,0.7781512503836441,1,3.8916354
273,0.07,42.5,1.3979400086720402,1,4.092933
274,0.07,42.5,0.9030899869919442,1,4.0563
275,0.07,42.5,1.20411998265592,1,4.076113
276,0.07,42.5,0.9542425094393249,1,4.0591483
277,0.07,42.5,0.7781512503836441,1,4.050202
278,0.07,42.5,1.0,1,4.0618715
279,0.07,42.5,1.41497334797082,1,4.094571
280,0.07,42.5,0.7781512503836441,1,4.050202
281,0.06,42.5,0.9030899869919442,1,4.215008
282,0.06,42.5,0.6020599913279621,1,4.197722
283,0.06,42.5,0.6020599913279621,1,4.197722
284,0.06,42.5,1.73239375982297,1,4.302764
285,0.06,42.5,1.1760912590556798,1,4.2370257
286,0.06,42.5,1.14612803567824,1,4.2342978
287,0.06,42.5,1.23044892137827,1,4.242176
288,0.06,42.5,0.9030899869919442,1,4.215008
289,0.06,42.5,1.44715803134222,1,4.265377
290,0.06,42.5,0.9030899869919442,1,4.215008
291,0.05,42.5,0.698970004336019,1,4.357419
292,0.05,42.5,1.55630250076729,1,4.4486866
293,0.05,42.5,0.8450980400142571,1,4.368372
294,0.05,42.5,1.07918124604762,1,4.3896656
295,0.05,42.5,0.9542425094393249,1,4.377711
296,0.05,42.5,0.9542425094393249,1,4.377711
297,0.05,42.5,0.7781512503836441,1,4.3631377
298,0.05,42.5,0.6020599913279621,1,4.351098
299,0.05,42.5,1.20411998265592,1,4.4030213
300,0.05,42.5,0.9542425094393249,1,4.377711
301,0.05,42.5,0.698970004336019,1,4.357419
302,0.05,42.5,0.698970004336019,1,4.357419
303,0.04,42.5,0.8450980400142571,1,4.526189
304,0.04,42.5,0.698970004336019,1,4.5127077
305,0.04,42.5,0.6020599913279621,1,4.504764
306,0.04,42.5,1.20411998265592,1,4.5675097
307,0.04,42.5,0.6020599913279621,1,4.504764
308,0.04,42.5,1.14612803567824,1,4.560007
309,0.04,42.5,1.32221929473392,1,4.583828
310,0.04,42.5,0.9030899869919442,1,4.532057
311,0.04,42.5,1.20411998265592,1,4.5675097
312,0.04,42.5,1.0,1,4.5425406
313,0.04,42.5,0.7781512503836441,1,4.5197845
314,0.04,42.5,0.698970004336019,1,4.5127077
315,0.04,42.5,1.20411998265592,1,4.5675097
316,0.04,42.5,0.9542425094393249,1,4.537483
317,0.03,42.5,0.6020599913279621,1,4.6597114
318,0.03,42.5,1.49136169383427,1,4.783127
319,0.03,42.5,0.8450980400142571,1,4.685657
320,0.03,42.5,0.8450980400142571,1,4.685657
321,0.03,42.5,1.14612803567824,1,4.725584
322,0.03,42.5,1.20411998265592,1,4.734337
323,0.03,42.5,0.7781512503836441,1,4.6779723
324,0.03,42.5,0.8450980400142571,1,4.685657
325,0.03,42.5,0.698970004336019,1,4.669417
326,0.02,42.5,1.07918124604762,1,4.883291
327,0.02,42.5,1.23044892137827,1,4.909414
328,0.02,42.5,1.1760912590556798,1,4.8997254
329,0.02,42.5,0.8450980400142571,1,4.847819
330,0.02,42.5,0.6020599913279621,1,4.816898
331,0.02,42.5,1.32221929473392,1,4.926559
332,0.02,42.5,1.11394335230684,1,4.8890643
333,0.02,42.5,0.6020599913279621,1,4.816898
334,0.02,42.5,1.4623979978989599,1,4.9545455
335,0.02,42.5,0.698970004336019,1,4.828538
336,0.02,42.5,0.8450980400142571,1,4.847819
337,0.01,42.5,0.8450980400142571,1,5.0136943
338,0.01,42.5,0.698970004336019,1,4.99104
339,0.01,42.5,1.0,1,5.0402975
340,0.01,42.5,0.7781512503836441,1,5.0030293
341,0.01,42.5,0.9542425094393249,1,5.032153
342,0.01,42.5,0.9030899869919442,1,5.0233345
343,1.29,47.5,1.0,1,0.07021105
344,1.16,47.5,1.5910646070265002,1,0.07391536
345,1.09,47.5,1.7160033436348001,1,0.07671237
346,1.07,47.5,0.9542425094393249,1,0.079384685
347,1.04,47.5,1.57978359661681,1,0.07982671
348,1.02,47.5,0.7781512503836441,1,0.08398378
349,0.94,47.5,1.1760912590556798,1,0.09205282
350,0.92,47.5,0.9542425094393249,1,0.09752607
351,0.87,47.5,0.6020599913279621,1,0.11650312
352,0.83,47.5,1.8808135922807898,1,0.11060321
353,0.8,47.5,0.7781512503836441,1,0.14570916
354,0.8,47.5,0.8450980400142571,1,0.1442275
355,0.79,47.5,1.0,1,0.14578712
356,0.77,47.5,1.6720978579357202,1,0.14098465
357,0.77,47.5,1.41497334797082,1,0.14666617
358,0.77,47.5,1.44715803134222,1,0.14595497
359,0.74,47.5,1.25527250510331,1,0.16552114
360,0.71,47.5,1.11394335230684,1,0.18435347
361,0.71,47.5,0.698970004336019,1,0.19351661
362,0.71,47.5,0.7781512503836441,1,0.19176733
363,0.65,47.5,1.04139268515823,1,0.2191937
364,0.62,47.5,1.5314789170422598,1,0.22644931
365,0.62,47.5,1.14612803567824,1,0.23503214
366,0.61,47.5,0.9542425094393249,1,0.24582696
367,0.61,47.5,0.8450980400142571,1,0.24832344
368,0.61,47.5,1.6334684555795902,1,0.23054564
369,0.6,47.5,1.44715803134222,1,0.24128866
370,0.59,47.5,1.5910646070265002,1,0.24486876
371,0.57,47.5,1.6334684555795902,1,0.25831693
372,0.56,47.5,0.698970004336019,1,0.2878629
373,0.55,47.5,0.6020599913279621,1,0.29832232
374,0.54,47.5,0.9030899869919442,1,0.29954684
375,0.54,47.5,0.698970004336019,1,0.3044734
376,0.53,47.5,0.8450980400142571,1,0.30980587
377,0.53,47.5,0.698970004336019,1,0.31336308
378,0.52,47.5,1.0,1,0.31533992
379,0.51,47.5,1.14612803567824,1,0.32154953
380,0.5,47.5,0.9030899869919442,1,0.3378111
381,0.49,47.5,0.698970004336019,1,0.35387045
382,0.47,47.5,1.41497334797082,1,0.3598656
383,0.47,47.5,1.1760912590556798,1,0.36578846
384,0.46,47.5,0.698970004336019,1,0.39115512
385,0.46,47.5,1.11394335230684,1,0.38045812
386,0.45,47.5,0.698970004336019,1,0.4053235
387,0.44,47.5,1.3979400086720402,1,0.40224874
388,0.43,47.5,1.49136169383427,1,0.4159618
389,0.43,47.5,1.14612803567824,1,0.4248842
390,0.43,47.5,1.25527250510331,1,0.4220289
391,0.42,47.5,0.6020599913279621,1,0.45733356
392,0.42,47.5,1.07918124604762,1,0.44414002
393,0.42,47.5,1.34242268082221,1,0.43715042
394,0.41,47.5,1.30102999566398,1,0.4570495
395,0.4,47.5,0.7781512503836441,1,0.4922284
396,0.39,47.5,1.25527250510331,1,0.5009241
397,0.38,47.5,1.04139268515823,1,0.53144306
398,0.38,47.5,1.0,1,0.53268534
399,0.38,47.5,0.9030899869919442,1,0.5356264
400,0.36,47.5,1.23044892137827,1,0.5814857
401,0.36,47.5,1.20411998265592,1,0.58230627
402,0.36,47.5,1.3617278360175902,1,0.5774585
403,0.36,47.5,1.27875360095283,1,0.5799913
404,0.35,47.5,1.6334684555795902,1,0.6009742
405,0.35,47.5,1.07918124604762,1,0.6184702
406,0.35,47.5,1.69897000433602,1,0.5990505
407,0.34,47.5,1.23044892137827,1,0.6487674
408,0.34,47.5,0.9542425094393249,1,0.65850705
409,0.33,47.5,0.7781512503836441,1,0.7051418
410,0.33,47.5,1.5185139398778897,1,0.6777898
411,0.32,47.5,0.6020599913279621,1,0.7576345
412,0.32,47.5,1.04139268515823,1,0.73864293
413,0.31,47.5,1.47712125471966,1,0.7695236
414,0.31,47.5,1.32221929473392,1,0.77564347
415,0.31,47.5,1.32221929473392,1,0.77564347
416,0.3,47.5,1.14612803567824,1,0.8372468
417,0.3,47.5,0.6020599913279621,1,0.86493224
418,0.3,47.5,1.30102999566398,1,0.83020055
419,0.3,47.5,0.698970004336019,1,0.8596535
420,0.3,47.5,1.27875360095283,1,0.8311919
421,0.3,47.5,0.7781512503836441,1,0.8554548
422,0.29,47.5,1.32221929473392,1,0.8894143
423,0.29,47.5,1.6232492903979001,1,0.87560165
424,0.29,47.5,0.7781512503836441,1,0.91840136
425,0.28,47.5,0.9542425094393249,1,0.9784617
426,0.28,47.5,1.3617278360175902,1,0.9550793
427,0.27,47.5,1.04139268515823,1,1.052053
428,0.27,47.5,1.79239168949825,1,1.0079181
429,0.27,47.5,0.6020599913279621,1,1.0844419
430,0.26,47.5,1.14612803567824,1,1.1317943
431,0.26,47.5,0.9542425094393249,1,1.1464335
432,0.26,47.5,0.7781512503836441,1,1.1608635
433,0.26,47.5,0.698970004336019,1,1.1676748
434,0.26,47.5,1.5910646070265002,1,1.1019378
435,0.26,47.5,0.8450980400142571,1,1.1552622
436,0.26,47.5,0.698970004336019,1,1.1676748
437,0.25,47.5,1.1760912590556798,1,1.2220378
438,0.25,47.5,0.9542425094393249,1,1.2411647
439,0.25,47.5,0.8450980400142571,1,1.2512339
440,0.24,47.5,0.9030899869919442,1,1.349044
441,0.24,47.5,1.32221929473392,1,1.3083375
442,0.24,47.5,1.23044892137827,1,1.3166206
443,0.24,47.5,1.7075701760979398,1,1.277167
444,0.24,47.5,1.07918124604762,1,1.3310328
445,0.23,47.5,1.07918124604762,1,1.4410595
446,0.23,47.5,1.04139268515823,1,1.4454143
447,0.22,47.5,1.11394335230684,1,1.5577719
448,0.22,47.5,1.0,1,1.5731782
449,0.22,47.5,0.6020599913279621,1,1.6335891
450,0.22,47.5,1.0,1,1.5731782
451,0.22,47.5,1.5314789170422598,1,1.5078915
452,0.22,47.5,1.5185139398778897,1,1.509292
453,0.21,47.5,1.55630250076729,1,1.6303453
454,0.21,47.5,0.698970004336019,1,1.7600265
455,0.21,47.5,1.32221929473392,1,1.6614096
456,0.21,47.5,0.8450980400142571,1,1.735771
457,0.21,47.5,0.698970004336019,1,1.7600265
458,0.21,47.5,1.04139268515823,1,1.7036898
459,0.2,47.5,1.20411998265592,1,1.823669
460,0.2,47.5,1.5314789170422598,1,1.7740015
461,0.2,47.5,0.7781512503836441,1,1.8912387
462,0.2,47.5,1.14612803567824,1,1.8326831
463,0.19,47.5,1.47712125471966,1,1.9307413
464,0.19,47.5,1.04139268515823,1,1.9955685
465,0.19,47.5,1.11394335230684,1,1.984504
466,0.19,47.5,1.20411998265592,1,1.9708955
467,0.19,47.5,1.27875360095283,1,1.959759
468,0.19,47.5,1.0,1,2.001927
469,0.18,47.5,1.04139268515823,1,2.14314
470,0.18,47.5,0.7781512503836441,1,2.18284
471,0.18,47.5,1.27875360095283,1,2.108593
472,0.18,47.5,1.38021124171161,1,2.0942204
473,0.18,47.5,1.6020599913279598,1,2.0636811
474,0.18,47.5,0.9030899869919442,1,2.1638255
475,0.18,47.5,0.8450980400142571,1,2.1726139
476,0.17,47.5,1.07918124604762,1,2.2865767
477,0.17,47.5,1.23044892137827,1,2.2654257
478,0.17,47.5,1.3617278360175902,1,2.2475362
479,0.17,47.5,1.5440680443502801,1,2.2234576
480,0.17,47.5,1.5185139398778897,1,2.2267761
481,0.17,47.5,1.6720978579357202,1,2.2071195
482,0.17,47.5,0.698970004336019,1,2.3420596
483,0.17,47.5,1.11394335230684,1,2.2816668
484,0.17,47.5,1.23044892137827,1,2.2654257
485,0.16,47.5,1.4623979978989599,1,2.3871207
486,0.16,47.5,0.698970004336019,1,2.490257
487,0.16,47.5,1.5185139398778897,1,2.3801813
488,0.16,47.5,0.9542425094393249,1,2.4541001
489,0.16,47.5,0.6020599913279621,1,2.5043721
490,0.15,47.5,0.8450980400142571,1,2.6197658
491,0.15,47.5,1.55630250076729,1,2.531116
492,0.15,47.5,1.4623979978989599,1,2.5419054
493,0.15,47.5,1.41497334797082,1,2.5474684
494,0.14,47.5,0.7781512503836441,1,2.7803268
495,0.14,47.5,1.07918124604762,1,2.742539
496,0.14,47.5,1.20411998265592,1,2.727684
497,0.14,47.5,1.5051499783199098,1,2.6941004
498,0.14,47.5,1.04139268515823,1,2.7471313
499,0.14,47.5,1.20411998265592,1,2.727684
500,0.14,47.5,1.04139268515823,1,2.7471313
501,0.13,47.5,0.6020599913279621,1,2.953638
502,0.13,47.5,1.30102999566398,1,2.8739405
503,0.13,47.5,1.34242268082221,1,2.869659
504,0.13,47.5,1.04139268515823,1,2.9020333
505,0.13,47.5,1.41497334797082,1,2.862308
506,0.13,47.5,1.30102999566398,1,2.8739405
507,0.13,47.5,1.0,1,2.9066937
508,0.13,47.5,1.11394335230684,1,2.8939795
509,0.12,47.5,1.14612803567824,1,3.043226
510,0.12,47.5,1.25527250510331,1,3.0331767
511,0.12,47.5,1.32221929473392,1,3.0272164
512,0.12,47.5,1.41497334797082,1,3.0192285
513,0.12,47.5,1.23044892137827,1,3.035427
514,0.12,47.5,1.14612803567824,1,3.043226
515,0.12,47.5,1.49136169383427,1,3.0128975
516,0.12,47.5,1.14612803567824,1,3.043226
517,0.11,47.5,1.38021124171161,1,3.1731148
518,0.11,47.5,1.04139268515823,1,3.1994257
519,0.11,47.5,1.47712125471966,1,3.1663952
520,0.11,47.5,1.25527250510331,1,3.1823282
521,0.11,47.5,1.44715803134222,1,3.1684315
522,0.11,47.5,1.0,1,3.2029142
523,0.11,47.5,0.8450980400142571,1,3.216444
524,0.11,47.5,1.20411998265592,1,3.1862702
525,0.11,47.5,0.6020599913279621,1,3.2390547
526,0.11,47.5,1.23044892137827,1,3.1842294
527,0.11,47.5,0.6020599913279621,1,3.2390547
528,0.11,47.5,1.07918124604762,1,3.19629
529,0.1,47.5,0.6020599913279621,1,3.3758807
530,0.1,47.5,1.5440680443502801,1,3.3107429
531,0.1,47.5,0.9542425094393249,1,3.3478808
532,0.1,47.5,1.04139268515823,1,3.3415627
533,0.1,47.5,1.23044892137827,1,3.328792
534,0.1,47.5,0.698970004336019,1,3.367807
535,0.1,47.5,1.27875360095283,1,3.3257465
